"OrganizationName","Representatives","ConnectedOrganizations"
"""ROBYG WPB""","Filip Cackowski","'ROBYG CONSTRUCTION', 'ROBYG PROJECT MANAGEMENT', 'ROBYG FINANCE', 'PRZEDSIĘBIORSTWO ZAPLECZA TECHNICZNEGO ""TRANSBUD""', 'ROBYG KSIĘGOWOŚĆ', 'ROBYG MARKETING I SPRZEDAŻ'"
"""ROBYG WPB""","Mariusz Olejnik",""
"""ROBYG WPB""","Magdalena Tyrlik","'ROBYG NOWY WROCŁAW 2', 'ROBYG 18', 'ROBYG 25', 'ROBYG RESIDENCE', 'ROBYG PRAGA ARTE', 'ROBYG WORKING BALANCE', 'ROBYG 28', 'ROBYG BUSINESS PARK', 'ROBYG 30', 'ROBYG GROBLA PARK', 'ROBYG JABŁONIOWA', 'ROBYG 24', 'ROBYG 29', 'ROBYG OSIEDLE KAMERALNE', 'ROBYG URSYNÓW', 'ROBYG 22', 'ROBYG 19', 'ROBYG OGRÓD JELONKI', 'ROBYG ZAJEZDNIA WRZESZCZ', 'KRAKOWSKA PROJECT', 'ROBYG WEGA DEVELOPMENT', 'ROBYG 26', 'ROBYG MORENOVA', 'ROBYG JABŁONIOWA 2', 'ROBYG 21', 'ROBYG MARINA TOWER', 'ROBYG KAMERALNA', 'ROBYG 23', 'ROBYG WOLA INVESTMENT 2', 'VD RENT 15', 'INWESTYCJA 2016', 'AFFANE', 'ROBYG PRAGA INVESTMENT I', 'VD RENT 13', 'VD RENT 12', 'VD RENT 14', 'VD SERWIS', 'VD RENT ŁÓDŹ 1', 'VD', 'VD RENT POZNAŃ 1', 'TAG RESIDENTIAL REAL ESTATE 2', 'VD RENT WROCŁAW 2', 'VD RENT WROCŁAW1', 'ROBYG GREEN MOKOTÓW', 'PRZEDSIĘBIORSTWO ZAPLECZA TECHNICZNEGO ""TRANSBUD""', 'ROBYG PIĄTKOWO', 'ROBYG PROJECT MANAGEMENT', 'ROBYG 27', 'ROBYG WOLA INVESTMENT 3', 'ROBYG KSIĘGOWOŚĆ', 'ROBYG MARKETING I SPRZEDAŻ', 'ROBYG MOKOTÓW INVESTMENT', 'ROBYG YOUNG CITY 3', 'ROBYG YOUNG CITY 2', 'ROBYG STACJA NOWY URSUS', 'WILANÓW OFFICE CENTER', 'KRÓLEWSKI PARK', 'ROBYG WOLA INVESTMENT', 'ROBYG OSIEDLE KRÓLEWSKIE', 'ROBYG YOUNG CITY 1', 'STOWARZYSZENIE EDUKACJI KONSUMENTÓW'"
"""ROBYG WPB""","Natalia Charasz","'KRAKOWSKA PROJECT', 'ZASPA PROJECT', 'AFFANE', 'PRZYBRZEŻNA', 'GYBOR', 'ROBYG PIĄTKOWO', 'BARIUM 1', 'ROBYG PRAGA ARTE', 'ROBYG 29', 'ROBYG 30', 'ROBYG 26', 'ROBYG 25', 'ROBYG 28', 'ROBYG 23', 'ROBYG 24', 'ROBYG WEGA DEVELOPMENT', 'INWESTYCJA 2016', 'ROBYG RESIDENCE', 'PRZEDSIĘBIORSTWO ZAPLECZA TECHNICZNEGO ""TRANSBUD SERVICE""', 'ROBYG ZAJEZDNIA WRZESZCZ 2', 'ROBYG NOWY WROCŁAW 1', 'ROBYG NOWY WROCŁAW 2', 'ROBYG WOLA INVESTMENT 3', 'ROBYG 21', 'ROBYG 19', 'ROBYG 22', 'ROBYG WORKING BALANCE', 'KUROPATWY PARK', 'ROBYG GROBLA PARK', 'ROBYG 18', 'ROBYG 27', 'ROBYG OSIEDLE ZDROWA', 'ROBYG ZAJEZDNIA WRZESZCZ', 'OVERKAM 7 QUBE SPV12', 'ROBYG URSYNÓW', 'PRZEDSIĘBIORSTWO ZAPLECZA TECHNICZNEGO ""TRANSBUD""', 'GK ROBYG', 'ROBYG WOLA INVESTMENT 2', 'ROBYG OSIEDLE ŻYCZLIWE', 'ROBYG MORENOVA', 'STAR PROPERTY', 'ROBYG YOUNG CITY 3', 'ROBYG APARTAMENTY VILLA NOBILE', 'ROBYG PRAGA INVESTMENT I', 'ROBYG YOUNG CITY 2', 'ROBYG STACJA NOWY URSUS', 'BARIUM', 'ROBYG SŁONECZNA MORENA', 'ROBYG MOKOTÓW INVESTMENT', 'ROBYG ŻOLIBORZ INVESTMENT', 'ROBYG GREEN MOKOTÓW', 'KRÓLEWSKI PARK', 'ROBYG WOLA INVESTMENT', 'ROBYG OSIEDLE KRÓLEWSKIE', 'OVERKAM 7 QUBE', 'ROBYG YOUNG CITY 1', 'ROBYG BUSINESS PARK', 'ROBYG OSIEDLE ZDROWA 1', 'ROBYG KAMERALNA', 'ROBYG DEVELOPMENT 2', 'ROBYG JABŁONIOWA 2', 'ROBYG OSIEDLE KAMERALNE', 'JAGODNO ESTATES', 'ROBYG DEVELOPMENT 1', 'ROBYG MARINA TOWER', 'WILANÓW OFFICE CENTER', 'ROBYG CITY APARTMENTS', 'ROBYG JABŁONIOWA', 'ROBYG OGRÓD JELONKI', 'ROBYG PARK'"
"""CONSULT PLUS""","Zbigniew Czarnecki","'FARM-SYSTEM BUDOWNICTWO', 'ABAK BIURO FINANSOWO - KSIĘGOWE', 'EMBER POLSKA', 'BEST METAL PERFEKT'"
"""CONSULT PLUS""","Iwona Pacek Czarnecka","'ABAK BIURO FINANSOWO - KSIĘGOWE', 'BEST METAL PERFEKT', 'GDK VIKTORIA BIURO FINANSOWO-KSIĘGOWE'"
"""CONSULT PLUS""","Magdalena Jackowska","'MADO JACKOWSKA DUMA', 'CONSULT.PL'"
"""TENISOWE TOWARZYSTWO SYMPATYKÓW ""PRINCE'A"" W BUKOWNIE""","Sławomir Szakała",""
"""TENISOWE TOWARZYSTWO SYMPATYKÓW ""PRINCE'A"" W BUKOWNIE""","Roksana Ćmiel",""
"""TENISOWE TOWARZYSTWO SYMPATYKÓW ""PRINCE'A"" W BUKOWNIE""","Łukasz Pater","'RETTAP'"
"""TENISOWE TOWARZYSTWO SYMPATYKÓW ""PRINCE'A"" W BUKOWNIE""","Sebastian Zub",""
"""TENISOWE TOWARZYSTWO SYMPATYKÓW ""PRINCE'A"" W BUKOWNIE""","Paweł Stasiowski",""
"""TENISOWE TOWARZYSTWO SYMPATYKÓW ""PRINCE'A"" W BUKOWNIE""","Rafał Cebo",""
"""TENISOWE TOWARZYSTWO SYMPATYKÓW ""PRINCE'A"" W BUKOWNIE""","Zdzisław Lekston","'POWIATOWE ZRZESZENIE LUDOWE ZESPOŁY SPORTOWE W OLKUSZU', 'LUDOWY KLUB SPORTOWY ""BUKOWIANKA"" W BUKOWNIE'"
"""TENISOWE TOWARZYSTWO SYMPATYKÓW ""PRINCE'A"" W BUKOWNIE""","Rafał Lekston",""
"""TENISOWE TOWARZYSTWO SYMPATYKÓW ""PRINCE'A"" W BUKOWNIE""","Zbigniew Straś",""
"""TENISOWE TOWARZYSTWO SYMPATYKÓW ""PRINCE'A"" W BUKOWNIE""","Małgorzata Ginter",""
"""TENISOWE TOWARZYSTWO SYMPATYKÓW ""PRINCE'A"" W BUKOWNIE""","Rafał Skorus",""
"""TENISOWE TOWARZYSTWO SYMPATYKÓW ""PRINCE'A"" W BUKOWNIE""","Anna Żur","'NIEZALEŻNY SAMORZĄDNY ZWIĄZEK ZAWODOWY PRACOWNIKÓW ""HYDROBUDOWA POLSKA"" S.A.'"
"""TENISOWE TOWARZYSTWO SYMPATYKÓW ""PRINCE'A"" W BUKOWNIE""","Małgorzata Lekston Tracz","'SCHNEIDER ELECTRIC INDUSTRIES POLSKA'"
"""TENISOWE TOWARZYSTWO SYMPATYKÓW ""PRINCE'A"" W BUKOWNIE""","Janusz Labisko",""
"""TENISOWE TOWARZYSTWO SYMPATYKÓW ""PRINCE'A"" W BUKOWNIE""","Krystyna Jezela",""
"""TENISOWE TOWARZYSTWO SYMPATYKÓW ""PRINCE'A"" W BUKOWNIE""","Ryszard Kazibut","'KLUB REKREACYJNO-SPORTOWY TOWARZYSTWA KRZEWIENIA KULTURY FIZYCZNEJ ""GWAREK""'"
"""TENISOWE TOWARZYSTWO SYMPATYKÓW ""PRINCE'A"" W BUKOWNIE""","Jan Galicki",""
"""TENISOWE TOWARZYSTWO SYMPATYKÓW ""PRINCE'A"" W BUKOWNIE""","Janusz Niewdana",""
"""TENISOWE TOWARZYSTWO SYMPATYKÓW ""PRINCE'A"" W BUKOWNIE""","Mariusz Łaskawiec",""
"""TENISOWE TOWARZYSTWO SYMPATYKÓW ""PRINCE'A"" W BUKOWNIE""","Piotr Klecha",""
"""TENISOWE TOWARZYSTWO SYMPATYKÓW ""PRINCE'A"" W BUKOWNIE""","Bogusław Ochab","'HUTA CYNKU ""MIASTECZKO ŚLĄSKIE""', 'ZAKŁADY GÓRNICZO-HUTNICZE ""BOLESŁAW""', 'IZBA GOSPODARCZA METALI NIEŻELAZNYCH I RECYKLINGU'"
"""TANECZNY KLUB SPORTOWY ""GCT""""","Łukasz Gal",""
"""TANECZNY KLUB SPORTOWY ""GCT""""","Krzysztof Nowak","'GLIWICKIE CENTRUM TANECZNE /GCT/ Z SIEDZIBĄ W GLIWICACH'"
"""TANECZNY KLUB SPORTOWY ""GCT""""","Anna Kowalczyk","'GLIWICKIE CENTRUM TANECZNE /GCT/ Z SIEDZIBĄ W GLIWICACH'"
"""TANECZNY KLUB SPORTOWY ""GCT""""","Bożena Oświęcimska","'GLIWICKIE CENTRUM TANECZNE /GCT/ Z SIEDZIBĄ W GLIWICACH'"
"""TANECZNY KLUB SPORTOWY ""GCT""""","Bożena Łozanowa","'GLIWICKIE CENTRUM TANECZNE /GCT/ Z SIEDZIBĄ W GLIWICACH'"
"""TANECZNY KLUB SPORTOWY ""GCT""""","Natalia Winogrodzka","'GLIWICKIE CENTRUM TANECZNE /GCT/ Z SIEDZIBĄ W GLIWICACH'"
"""TANECZNY KLUB SPORTOWY ""GCT""""","Agata Różycka","'GLIWICKIE CENTRUM TANECZNE /GCT/ Z SIEDZIBĄ W GLIWICACH'"
"""TANECZNY KLUB SPORTOWY ""GCT""""","Ziemowit Różycki","'ZWIĄZEK ZAWODOWY PRZEMYSŁU ELEKTROMASZYNOWEGO W ZAKŁADACH MECHANICZNYCH ""BUMAR-ŁABĘDY"" S.A.', 'GLIWICKIE CENTRUM TANECZNE /GCT/ Z SIEDZIBĄ W GLIWICACH'"
"""TANECZNY KLUB SPORTOWY ""GCT""""","Andrzej Dominiak","'POLSKIE TOWARZYSTWO TANECZNE OKRĘG ŚLĄSKI'"
"""TANECZNY KLUB SPORTOWY ""GCT""""","Marek Trzemżalski","'POLSKIE TOWARZYSTWO TANECZNE OKRĘG ŚLĄSKI'"
"""TANECZNY KLUB SPORTOWY ""GCT""""","Franciszek Witos","'POLSKIE TOWARZYSTWO AKUSTYCZNE'"
"""TANECZNY KLUB SPORTOWY ""GCT""""","Bogusław Feliksik","'NIEZALEŻNY SAMORZĄDNY ZWIĄZEK ZAWODOWY PRACOWNIKÓW NEWAG S.A. Z SIEDZIBĄ W NEWAG S.A. CENTRUM KOMPETENCJI POJAZDÓW SZYNOWYCH, 44-100 GLIWICE, UL. CHORZOWSKA 58', 'ŚLĄSKI ZWIĄZEK TAŃCA SPORTOWEGO', 'GLIWICKIE CENTRUM TANECZNE /GCT/ Z SIEDZIBĄ W GLIWICACH'"
"""TANECZNY KLUB SPORTOWY ""GCT""""","Beata Dominiak","'GLIWICKIE CENTRUM TANECZNE /GCT/ Z SIEDZIBĄ W GLIWICACH'"
"""OCHOTNICZA STRAŻ POŻARNA WITKOWICE""","Ewa Klęczar",""
"""OCHOTNICZA STRAŻ POŻARNA WITKOWICE""","Łukasz Grzesło",""
"""OCHOTNICZA STRAŻ POŻARNA WITKOWICE""","Patrycja Migdałek",""
"""OCHOTNICZA STRAŻ POŻARNA WITKOWICE""","Konrad Suski",""
"""OCHOTNICZA STRAŻ POŻARNA WITKOWICE""","Piotr Legut",""
"""OCHOTNICZA STRAŻ POŻARNA WITKOWICE""","Damian Mydlarz",""
"""OCHOTNICZA STRAŻ POŻARNA WITKOWICE""","Franciszek Stawowczyk",""
"""OCHOTNICZA STRAŻ POŻARNA WITKOWICE""","Rafał Mendyk",""
"""OCHOTNICZA STRAŻ POŻARNA WITKOWICE""","Artur Suski",""
"""OCHOTNICZA STRAŻ POŻARNA WITKOWICE""","Marek Wróbel",""
"""OCHOTNICZA STRAŻ POŻARNA WITKOWICE""","Ryszard Baścik",""
"""OCHOTNICZA STRAŻ POŻARNA WITKOWICE""","Marek Adamus",""
"""OCHOTNICZA STRAŻ POŻARNA WITKOWICE""","Czesław Bienia",""
"""OCHOTNICZA STRAŻ POŻARNA WITKOWICE""","Franciszek Adamus",""
"""OCHOTNICZA STRAŻ POŻARNA WITKOWICE""","Mirosław Kawończyk",""
"""OCHOTNICZA STRAŻ POŻARNA WITKOWICE""","Edward Radwan",""
"""OCHOTNICZA STRAŻ POŻARNA WITKOWICE""","Stanisław Kowalski",""
"""OCHOTNICZA STRAŻ POŻARNA WITKOWICE""","Władysław Dziedzic",""
"""OCHOTNICZA STRAŻ POŻARNA WITKOWICE""","Krzysztof Malarz",""
"""OCHOTNICZA STRAŻ POŻARNA WITKOWICE""","Mariusz Mikuła",""
"""OCHOTNICZA STRAŻ POŻARNA WITKOWICE""","Stanisław Paluch",""
"""OCHOTNICZA STRAŻ POŻARNA WITKOWICE""","Tadeusz Matonóg",""
"""STOWARZYSZENIE ""HOSPICJUM IM. ŚW. MAŁGORZATY"" - ORAGANIZACJA KATOLICKA PRZY PARAFII RZYMSKOKATOLICKIEJ P.W. BOŻEGO CIAŁA W TUCHOLI""","Małgorzata Skiba",""
"""STOWARZYSZENIE ""HOSPICJUM IM. ŚW. MAŁGORZATY"" - ORAGANIZACJA KATOLICKA PRZY PARAFII RZYMSKOKATOLICKIEJ P.W. BOŻEGO CIAŁA W TUCHOLI""","Elżbieta Grzonkowska",""
"""STOWARZYSZENIE ""HOSPICJUM IM. ŚW. MAŁGORZATY"" - ORAGANIZACJA KATOLICKA PRZY PARAFII RZYMSKOKATOLICKIEJ P.W. BOŻEGO CIAŁA W TUCHOLI""","Hanna Szramka","'STOWARZYSZENIE ""VIA NATURA""', 'STOWARZYSZENIE ""REZLER"" - WIELKI KANAŁ BRDY'"
"""STOWARZYSZENIE ""HOSPICJUM IM. ŚW. MAŁGORZATY"" - ORAGANIZACJA KATOLICKA PRZY PARAFII RZYMSKOKATOLICKIEJ P.W. BOŻEGO CIAŁA W TUCHOLI""","Halina Janowska Giłka","'STOWARZYSZENIE ""VIA NATURA""', 'IZBA GOSPODARCZA W TUCHOLI'"
"""STOWARZYSZENIE ""HOSPICJUM IM. ŚW. MAŁGORZATY"" - ORAGANIZACJA KATOLICKA PRZY PARAFII RZYMSKOKATOLICKIEJ P.W. BOŻEGO CIAŁA W TUCHOLI""","Krystyna Koczwara","'MIEJSKIE CENTRUM LEKARSKIE'"
"""STOWARZYSZENIE ""HOSPICJUM IM. ŚW. MAŁGORZATY"" - ORAGANIZACJA KATOLICKA PRZY PARAFII RZYMSKOKATOLICKIEJ P.W. BOŻEGO CIAŁA W TUCHOLI""","Bogumiła Bełdzikowska","'STOWARZYSZENIE TUCHOLSKI CHÓR GOSPEL ""AVE""', 'BANK SPÓŁDZIELCZY W TUCHOLI'"
"""STOWARZYSZENIE ""HOSPICJUM IM. ŚW. MAŁGORZATY"" - ORAGANIZACJA KATOLICKA PRZY PARAFII RZYMSKOKATOLICKIEJ P.W. BOŻEGO CIAŁA W TUCHOLI""","Iwona Wegner",""
"""STOWARZYSZENIE ""HOSPICJUM IM. ŚW. MAŁGORZATY"" - ORAGANIZACJA KATOLICKA PRZY PARAFII RZYMSKOKATOLICKIEJ P.W. BOŻEGO CIAŁA W TUCHOLI""","Mariola Gaca","'MIEJSKIE CENTRUM LEKARSKIE'"
"""STOWARZYSZENIE ""HOSPICJUM IM. ŚW. MAŁGORZATY"" - ORAGANIZACJA KATOLICKA PRZY PARAFII RZYMSKOKATOLICKIEJ P.W. BOŻEGO CIAŁA W TUCHOLI""","Izabela Stelmachowska Żółkiewicz",""
"""STOWARZYSZENIE ""HOSPICJUM IM. ŚW. MAŁGORZATY"" - ORAGANIZACJA KATOLICKA PRZY PARAFII RZYMSKOKATOLICKIEJ P.W. BOŻEGO CIAŁA W TUCHOLI""","Michał Gaca",""
"""STOWARZYSZENIE ""HOSPICJUM IM. ŚW. MAŁGORZATY"" - ORAGANIZACJA KATOLICKA PRZY PARAFII RZYMSKOKATOLICKIEJ P.W. BOŻEGO CIAŁA W TUCHOLI""","Maria Rezmer","'SZPITAL TUCHOLSKI', 'PRZEDSIĘBIORSTWO WIELOBRANŻOWE ""CEMAR""'"
"""STOWARZYSZENIE ""HOSPICJUM IM. ŚW. MAŁGORZATY"" - ORAGANIZACJA KATOLICKA PRZY PARAFII RZYMSKOKATOLICKIEJ P.W. BOŻEGO CIAŁA W TUCHOLI""","Danuta Klinicka",""
"""TELVINET""","Kamila Gaweł",""
"""TELVINET""","Jarosław Danielski","'TI FOR YOU', 'TENET'"
"""NIEZALEŻNY SAMORZĄDNY ZWIĄZEK ZAWODOWY PRACOWNIKÓW SERTOP SPÓŁKA Z.O.O""","Tomasz Stekla",""
"""NIEZALEŻNY SAMORZĄDNY ZWIĄZEK ZAWODOWY PRACOWNIKÓW SERTOP SPÓŁKA Z.O.O""","Gabriela Filak",""
"""NIEZALEŻNY SAMORZĄDNY ZWIĄZEK ZAWODOWY PRACOWNIKÓW SERTOP SPÓŁKA Z.O.O""","Anita Olczak",""
"""NIEZALEŻNY SAMORZĄDNY ZWIĄZEK ZAWODOWY PRACOWNIKÓW SERTOP SPÓŁKA Z.O.O""","Tomasz Biskupek",""
"""NIEZALEŻNY SAMORZĄDNY ZWIĄZEK ZAWODOWY PRACOWNIKÓW SERTOP SPÓŁKA Z.O.O""","Rafał Rydz",""
"""NIEZALEŻNY SAMORZĄDNY ZWIĄZEK ZAWODOWY PRACOWNIKÓW SERTOP SPÓŁKA Z.O.O""","Krystyna Stec",""
"""NIEZALEŻNY SAMORZĄDNY ZWIĄZEK ZAWODOWY PRACOWNIKÓW SERTOP SPÓŁKA Z.O.O""","Maria Ryszka",""
"""OCHOTNICZA STRAŻ POŻARNA W ANNOPOLU""","Mariusz Likos",""
"""OCHOTNICZA STRAŻ POŻARNA W ANNOPOLU""","Dawid Likos",""
"""OCHOTNICZA STRAŻ POŻARNA W ANNOPOLU""","Konrad Margiel",""
"""OCHOTNICZA STRAŻ POŻARNA W ANNOPOLU""","Mateusz Tetlak",""
"""OCHOTNICZA STRAŻ POŻARNA W ANNOPOLU""","Paweł Borowski",""
"""OCHOTNICZA STRAŻ POŻARNA W ANNOPOLU""","Andrzej Bednarek",""
"""OCHOTNICZA STRAŻ POŻARNA W ANNOPOLU""","Zbigniew Pacholarz",""
"""OCHOTNICZA STRAŻ POŻARNA W ANNOPOLU""","Grzegorz Targos",""
"""BAJG""","Kazimierz Gaweł",""
"""BAJG""","Joanna Grobelny",""
"""""PETRO-TECH"" W.STĘPIEŃ""","Wojciech Stępień",""
"""""PETRO-TECH"" W.STĘPIEŃ""","Zbigniew Libiszewski","'ECOCARBO', 'BIURO HANDLU ZAGRANICZNEGO MED-LEX'"
"""GREENBERG TRAURIG NOWAKOWSKA-ZIMOCH WYSOKIŃSKI""","Tomasz Korczyński","'FUNDACJA CENTRUM PPP'"
"""GREENBERG TRAURIG NOWAKOWSKA-ZIMOCH WYSOKIŃSKI""","Konrad Kosicki",""
"""GREENBERG TRAURIG NOWAKOWSKA-ZIMOCH WYSOKIŃSKI""","Mateusz Zaleński",""
"""GREENBERG TRAURIG NOWAKOWSKA-ZIMOCH WYSOKIŃSKI""","Barbara Pancer",""
"""GREENBERG TRAURIG NOWAKOWSKA-ZIMOCH WYSOKIŃSKI""","Kamil Majewski",""
"""GREENBERG TRAURIG NOWAKOWSKA-ZIMOCH WYSOKIŃSKI""","Rafał Siwek",""
"""GREENBERG TRAURIG NOWAKOWSKA-ZIMOCH WYSOKIŃSKI""","Maciej Jodkowski",""
"""GREENBERG TRAURIG NOWAKOWSKA-ZIMOCH WYSOKIŃSKI""","Paulina Kimla Kaczorowska",""
"""GREENBERG TRAURIG NOWAKOWSKA-ZIMOCH WYSOKIŃSKI""","Andrzej Wysokiński",""
"""GREENBERG TRAURIG NOWAKOWSKA-ZIMOCH WYSOKIŃSKI""","Jolanta Nowakowska Zimoch","'POLSKI ZWIĄZEK PRACODAWCÓW PRAWNICZYCH', 'FUNDACJA ""PRAWO DO POMOCY""', 'OPPORTUNITY POLAND'"
"""GREENBERG TRAURIG NOWAKOWSKA-ZIMOCH WYSOKIŃSKI""","Maciej Pietrzak",""
"""GREENBERG TRAURIG NOWAKOWSKA-ZIMOCH WYSOKIŃSKI""","Filip Kijowski","'CORNELL CLUB OF POLAND', 'STOWARZYSZENIE NA RZECZ AKTYWNOŚCI MŁODYCH ""FLOS IUVENUM""'"
"""GREENBERG TRAURIG NOWAKOWSKA-ZIMOCH WYSOKIŃSKI""","Maciej Kacymirow",""
"""GREENBERG TRAURIG NOWAKOWSKA-ZIMOCH WYSOKIŃSKI""","Małgorzata Kercz",""
"""GREENBERG TRAURIG NOWAKOWSKA-ZIMOCH WYSOKIŃSKI""","Michał Bobrzyński","'POLMOS BIELSKO-BIAŁA'"
"""GREENBERG TRAURIG NOWAKOWSKA-ZIMOCH WYSOKIŃSKI""","Anna Hałas Krawczyk",""
"""GREENBERG TRAURIG NOWAKOWSKA-ZIMOCH WYSOKIŃSKI""","Daniel Kaczorowski",""
"""GREENBERG TRAURIG NOWAKOWSKA-ZIMOCH WYSOKIŃSKI""","Robert Gago","'STOWARZYSZENIE PRAWA KONKURENCJI'"
"""GREENBERG TRAURIG NOWAKOWSKA-ZIMOCH WYSOKIŃSKI""","Justyna Szwech",""
"""GREENBERG TRAURIG NOWAKOWSKA-ZIMOCH WYSOKIŃSKI""","Karol Brzoskowski",""
"""GREENBERG TRAURIG NOWAKOWSKA-ZIMOCH WYSOKIŃSKI""","Paweł Piotrowski",""
"""GREENBERG TRAURIG NOWAKOWSKA-ZIMOCH WYSOKIŃSKI""","Rafał Baranowski",""
"""GREENBERG TRAURIG NOWAKOWSKA-ZIMOCH WYSOKIŃSKI""","Paweł Pietkiewicz",""
"""GREENBERG TRAURIG NOWAKOWSKA-ZIMOCH WYSOKIŃSKI""","Agnieszka Stankiewicz","'TERRA', 'CROWLEY MEDIA'"
"""GREENBERG TRAURIG NOWAKOWSKA-ZIMOCH WYSOKIŃSKI""","Radomił Charzyński",""
"""GREENBERG TRAURIG NOWAKOWSKA-ZIMOCH WYSOKIŃSKI""","Danuta Kamińska Kępa","'GT SERVICES'"
"""GREENBERG TRAURIG NOWAKOWSKA-ZIMOCH WYSOKIŃSKI""","Marek Kozaczuk",""
"""GREENBERG TRAURIG NOWAKOWSKA-ZIMOCH WYSOKIŃSKI""","Rafał Sieński",""
"""GREENBERG TRAURIG NOWAKOWSKA-ZIMOCH WYSOKIŃSKI""","Robert Lis",""
"""GREENBERG TRAURIG NOWAKOWSKA-ZIMOCH WYSOKIŃSKI""","Łukasz Pawlak",""
"""GREENBERG TRAURIG NOWAKOWSKA-ZIMOCH WYSOKIŃSKI""","Michał Fereniec",""
"""GREENBERG TRAURIG NOWAKOWSKA-ZIMOCH WYSOKIŃSKI""","Tomasz Kacymirow","'GT SERVICES'"
"""GREENBERG TRAURIG NOWAKOWSKA-ZIMOCH WYSOKIŃSKI""","Lejb Fogelman",""
"""PRZEDSIĘBIORSTWO PRODUKCYJNO - HANDLOWE I USŁUG RÓŻNYCH ""WADMAR"" SPÓŁKA JAWNA H.MUSIAŁ""","Jakub Galas","'FUNDACJA SZKOLNA IM. STANISŁAWA STASZICA W SOSNOWCU', 'STOWARZYSZENIE WYCHOWANKÓW I SYMPATYKÓW LICEUM IM. STANISŁAWA STASZICA W SOSNOWCU', 'STOWARZYSZENIE ROMÓW-ROMANO DROM', 'TOWARZYSTWO ROZWOJU SAMORZĄDÓW LOKALNYCH - PRO EUROPA', 'ATMOSFERA'"
"""PRZEDSIĘBIORSTWO PRODUKCYJNO - HANDLOWE I USŁUG RÓŻNYCH ""WADMAR"" SPÓŁKA JAWNA H.MUSIAŁ""","Sebastian Sułgut",""
"""PRZEDSIĘBIORSTWO PRODUKCYJNO - HANDLOWE I USŁUG RÓŻNYCH ""WADMAR"" SPÓŁKA JAWNA H.MUSIAŁ""","Grażyna Turbińska",""
"""PRZEDSIĘBIORSTWO PRODUKCYJNO - HANDLOWE I USŁUG RÓŻNYCH ""WADMAR"" SPÓŁKA JAWNA H.MUSIAŁ""","Leszek Kapuścik",""
"""PRZEDSIĘBIORSTWO PRODUKCYJNO - HANDLOWE I USŁUG RÓŻNYCH ""WADMAR"" SPÓŁKA JAWNA H.MUSIAŁ""","Henryk Musiał",""
"""PRZEDSIĘBIORSTWO PRODUKCYJNO - HANDLOWE I USŁUG RÓŻNYCH ""WADMAR"" SPÓŁKA JAWNA H.MUSIAŁ""","Małgorzata Musiał",""
"""POWIATOWE ZRZESZENIE LUDOWE ZESPOŁY SPORTOWE""","Tomasz Chabowski",""
"""POWIATOWE ZRZESZENIE LUDOWE ZESPOŁY SPORTOWE""","Jacek Gawrych",""
"""POWIATOWE ZRZESZENIE LUDOWE ZESPOŁY SPORTOWE""","Adam Kiszka",""
"""POWIATOWE ZRZESZENIE LUDOWE ZESPOŁY SPORTOWE""","Janusz Musiał",""
"""POWIATOWE ZRZESZENIE LUDOWE ZESPOŁY SPORTOWE""","Adam Miedzik",""
"""POWIATOWE ZRZESZENIE LUDOWE ZESPOŁY SPORTOWE""","Rafał Ziółkowski",""
"""POWIATOWE ZRZESZENIE LUDOWE ZESPOŁY SPORTOWE""","Zygfryd Chudziński","'MIEJSKI LUDOWY KLUB SPORTOWY ""WISŁA""'"
"""POWIATOWE ZRZESZENIE LUDOWE ZESPOŁY SPORTOWE""","Zbigniew Stożek",""
"""POWIATOWE ZRZESZENIE LUDOWE ZESPOŁY SPORTOWE""","Wojciech Kowalski","'KUJAWSKO-POMORSKI ZWIĄZEK PIŁKI NOŻNEJ', 'LUDOWY KLUB SPORTOWY ""SPARTA"" PRZYSIERSK'"
"""POWIATOWE ZRZESZENIE LUDOWE ZESPOŁY SPORTOWE""","Kazimierz Świtajski","'GMINNY LUDOWY KLUB SPORTOWY ""TOR"" LASKOWICE'"
"""POWIATOWE ZRZESZENIE LUDOWE ZESPOŁY SPORTOWE""","Stefan Hirsch","'ZWIĄZEK ZAWODOWY PRACOWNIKÓW PRZY POMORSKIM PRZEDSIĘBIORSTWIE MECHANICZNO-TOROWYM SP. Z O.O. 80-051 GDAŃSK UL.SANDOMIERSKA 17'"
"""POWIATOWE ZRZESZENIE LUDOWE ZESPOŁY SPORTOWE""","Jarosław Rządkowski",""
"""POWIATOWE ZRZESZENIE LUDOWE ZESPOŁY SPORTOWE""","Włodzimierz Kiełczyński",""
"""POWIATOWE ZRZESZENIE LUDOWE ZESPOŁY SPORTOWE""","Stanisław Gołuński",""
"""OCHOTNICZA STRAŻ POŻARNA W ŁĘGU""","Jan Frankowiak",""
"""OCHOTNICZA STRAŻ POŻARNA W ŁĘGU""","Tomasz Staśkiewicz",""
"""OCHOTNICZA STRAŻ POŻARNA W ŁĘGU""","Krzysztof Ferenc",""
"""OCHOTNICZA STRAŻ POŻARNA W ŁĘGU""","Małgorzata Cierniak",""
"""OCHOTNICZA STRAŻ POŻARNA W ŁĘGU""","Katarzyna Gutowska",""
"""OCHOTNICZA STRAŻ POŻARNA W ŁĘGU""","Mirosław Kubicki",""
"""OCHOTNICZA STRAŻ POŻARNA W ŁĘGU""","Krzysztof Paprocki","'KÓŁKO ROLNICZE W ŁĘGU'"
